sbd,ten,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd
1000912,Sofia,8.8,8.25,,,,,9.25,,
1000913,Elijah,5.8,7.25,,,,,8.75,,
1000914,Aiden,6.2,7.25,,,,,7,,
1000916,Jackson,3.8,2,,,,,3.5,4.25,
1000917,Elijah,8.6,8.5,,,,,9.25,,
1000918,Isabella,2.4,4,,,,,4,3.25,
1000919,James,3,5,,,,,6.5,6.5,
1000920,Samuel,6.8,,,4.5,6,,,,
1000921,Emma,8,,,6,5.25,,,,
1000923,Isabella,1.8,5,,,,,,,
1000924,Charlotte,2.8,6.5,,,,,4.75,6,
1000925,Sophia,5.6,4.25,,,,,7.5,,
1000926,Grace,5.2,5.5,,,,,6.75,6,
1000927,Abigail,6.2,,,4.25,3,,,,
1000928,Chloe,4,5.5,,,,,4.5,5.25,
1000929,James,3,6.25,,,,,6,,
1000930,Sophia,8.4,8.5,,,,,9.5,,
1000931,Evelyn,7.4,,,7.75,3.5,,,,
1000932,Charlotte,3.4,5.25,,,,,4.75,5.75,
1000933,Henry,6.4,6.5,,,,,5.25,4.25,
1000934,Ethan,8.2,7.25,,,,,8.75,,
1000935,Samuel,3.2,4.5,,,,,3.25,,
1000936,Emily,5,5,,,,,7.25,6,
1000937,Evelyn,7.4,,,4.75,5.25,,,,
1000938,Olivia,7,4.75,,,,,8.5,7.75,
1000939,Isabella,6,6.75,,,,,8.5,8,
1000940,Oliver,3.8,4.75,,,,,5.75,5.75,
1000941,Jackson,4.8,5.75,,,,,7.25,,
1000942,Samuel,5.6,,,2.25,3,,,,
1000943,James,7.2,6.75,,,,,5.5,,
1000944,Benjamin,2.4,5,,,,,6,4.75,
1000945,James,3.8,,,5.25,5,,,,
1000947,Emma,5.6,6.5,,,,,6.5,,
1000948,Ava,7,6.25,,,,,6,6.75,
1000949,James,7.8,,,7.75,9,,,,
1000950,Scarlett,,7.25,,,,,,,
1000951,Benjamin,7.8,7.25,,,,,7,7.75,
1000952,Charlotte,8.6,,,8,8.25,,,,
1000953,Henry,3,4,,,,,4.75,5.5,
1000954,Elijah,3.6,5.25,,,,,7.5,7.5,
1000955,Samuel,7,,,6,6.75,,,,
1000956,Mia,6.2,6.75,,,,,6.25,6,
1000957,Evelyn,2.4,2.5,,,,,4.25,5.25,
1000958,Samuel,2.6,4.25,,,,,2.75,3.5,
1000959,Sofia,5.4,4.75,,,,,4.25,7,
1000960,Grace,7.8,8.75,,,,,9.25,,
1000961,Emma,5.2,,,3.25,4.75,,,,
1000962,Noah,2.8,5,,,,,6,,
1000963,Charlotte,9,,,2,8.75,8.25,,,
1000964,Olivia,2.2,6,,,,,4.25,6,
1000965,Abigail,3.4,3.75,,,,,4,5.5,
1000966,Mia,,4.5,,,,,5.75,5.5,
1000967,Emma,,3.5,,,,,8.25,4.25,
1000968,Henry,,8,,,,,9.75,8.25,
1000969,James,,5.75,,,,,9.5,8,
1000970,Emily,8.4,,7.6,7.75,7,,,,
1000971,Amelia,,6.5,,,,,5.75,5.75,
1000972,Abigail,,5.75,,,,,8.5,8.25,
1000973,Emma,,5.5,,,,,4.5,5.25,
1000974,Jackson,,6,,,,,4.25,5.25,
1000975,Olivia,,6,,,,,9,9.25,
1000976,Harper,,6.75,,,,,6.5,6.25,
1000977,Elijah,,6,,,,,8.5,8.5,
1000978,Sophia,,6.75,,,,,8.5,8.25,
1000979,Chloe,,5,,,,,5.75,7.5,
1000980,Isabella,,7.75,,,,,6,7.25,
1000981,Benjamin,,7.75,,,,,5.25,6.75,
1000982,Jackson,,6.5,,,,,6.5,6.5,
1000983,Amelia,7.8,8.5,6.2,,,,,,
1000984,Evelyn,,0,,,,,4.5,5.75,
1000985,Ethan,,7.75,,,,,7.5,7.25,
1000986,Liam,,7.75,,,,,6.5,7.5,
1000987,Benjamin,,6.75,,,,,9.5,8.5,
1000988,Charlotte,,0,,,,,3.5,2.75,
1000989,Abigail,,7.75,,,,,7.75,7,
1000990,Daniel,,5.25,,,,,6.25,6.75,
1000991,Amelia,,6.75,,,,,9,8.75,
1000992,Charlotte,7.2,8.25,8.4,,,,7.5,8.5,
1000993,Ethan,7,6.75,7.6,,,,7.5,8,
1000994,Liam,8,7,7,,,,,,9.5
1000995,Noah,,4.5,,,,,4.5,7,
1000996,Abigail,,6,,,,,4.75,6.75,
1000997,Harper,5.8,6,,,,,6.5,7.5,
1000998,Evelyn,8.6,8.5,8.8,,,,,,
1000999,Emily,,5.5,,,,,6.75,4.75,
1001000,Emily,,7,,,,,8,7,
1001001,Scarlett,8.4,,7.8,5,7.5,4,,,
1001002,Emma,,7.25,,,,,7.25,6,
1001003,Aiden,,7.25,,,,,8.75,7,
1001004,Mia,,5.75,,,,,6,6,
1001005,Henry,,8.25,,,,,9.5,8,
1001006,Jackson,,8.25,,,,,9.75,9.5,
1001007,Evelyn,,7.75,,,,,9,9,
1001008,William,,6.25,,,,,9,9,
1001009,Lucas,,5,,,,,4.75,6.25,
1001010,Emily,6.4,6.75,4.6,,,,2,5.75,
1001011,Sophia,,6.25,,,,,5,6.5,
1001012,Evelyn,,5,,,,,4.25,5.5,
1001013,Ethan,,4.83,,,,,7.75,5.75,
1001014,Ava,,6.25,,,,,9,6.75,
1001015,Samuel,,7,,,,,8.75,7.5,
1001016,Olivia,,8,,,,,8.5,8,
1001017,Liam,3.8,6,4.8,,,,5.5,5.75,
1001018,Isabella,9.2,9,7.6,,,,,8.25,
1001019,Lucas,6,,4.8,,,,6.5,5.25,6.75
1001020,Daniel,,5.75,,,,,4.5,7,
1001021,Olivia,2.6,6,1.8,,,,6.25,7,
1001022,Samuel,,6,,,,,7.5,8.5,
1001023,Henry,,5,,,,,6,7.75,
1001024,James,,7.25,,,,,9.75,9.5,
1001025,Amelia,,6,,,,,4.5,4.75,
1001026,Charlotte,,4.5,,,,,9.25,8.5,
1001027,Sofia,,5,,,,,7.75,6.75,
1001028,Harper,,6.25,,,,,7.5,5.25,
1001029,Chloe,8.6,,8.4,7.5,,,,,
1001030,Sofia,2,4,2.8,,,,4.75,4.5,6.75
1001031,Lucas,,4.25,,,,,7,7,
1001032,Olivia,,7.25,,,,,8.25,7.25,
1001033,Elijah,,6.25,,,,,3.75,6.5,
1001034,William,,5,,,,,5.25,6.25,
1001035,Sophia,,7.25,,,,,8,6.75,
1001036,Amelia,,5,,,,,4.5,6.5,
1001037,Emily,,5,,,,,5.5,5.75,
1001038,Samuel,,3.75,,,,,2.5,4,
1001039,Emily,,6,,,,,7.5,7,
1001040,Charlotte,,7,,,,,8,7.5,
1001041,Emma,,5.5,,,,,8.75,8,
1001042,Aiden,,5.25,,,,,3.25,3.75,
1001043,Lucas,,6,,,,,6.5,6,
1001044,Grace,,6.25,,,,,5,7.25,
1001045,Benjamin,8.4,,7.4,,8.25,,,,
1001046,Amelia,,6.67,,,,,5.75,4.75,
1001047,Charlotte,,5.58,,,,,5.25,6.75,
1001048,Jackson,,7.5,,,,,8.5,8,
1001049,Evelyn,,7.25,,,,,7.25,7.75,
1001050,Henry,,7,,,,,7,5.5,
1001051,Noah,,6,,,,,5.75,5.5,
1001052,Samuel,,2,,,,,3,2.75,
1001053,Scarlett,,3.5,,,,,4.5,5.75,
1001054,James,,6.5,,,,,9,8,
1001055,Sophia,8.6,8.5,9,,,,,,
1001056,Olivia,,7.5,,,,,6.25,5.5,
1001057,Evelyn,7,,7.4,7,,,,,
1001058,Henry,,7.25,,,,,6,6,
1001059,Samuel,,6.25,,,,,7.75,7.75,
1001060,William,,4.75,,,,,6.25,8.25,
1001061,Ethan,,4.5,,,,,5.25,6.25,
1001062,Mia,,6,,,,,7.75,7.75,
1001063,Elijah,,6.75,,,,,3,4,
1001064,Ethan,,7.75,,,,,6.25,6.25,
1001065,Sofia,,4.25,,,,,8.5,5.75,
1001066,Evelyn,,7,,,,,8.75,7.75,
1001067,Sofia,,5.25,,,,,7,6,
1001069,Elijah,,6.25,,,,,7,3.5,
1001070,Noah,,6.91,,,,,4.75,6.5,
1001071,Ethan,9,6.25,8.2,8.25,2.75,4.75,,,
1001072,Lucas,8.4,7,9,8.25,6.25,5.75,,,
1001073,Ethan,7,7.75,9,4.5,6,5.5,,,
1001074,Sophia,,6,,,,,9.25,9,
1001075,Emily,9.2,7.25,8.4,7.25,8.25,6,,,
1001076,Henry,6,8.75,9.2,,,,,,
1001077,Henry,8.8,6.5,9.4,9.75,6.5,5.5,,,
1001078,Ethan,9,6.75,8.4,8.25,7.25,6.75,,,
1001079,Liam,9.2,6.5,8.2,5.75,9.5,8.75,,,
1001080,Liam,8.2,7.5,7.2,,,,7.25,7.75,8
1001081,Sofia,7.6,8,8.8,,,,7.25,8.25,8.5
1001082,Ethan,7.4,9,9.2,,,,7.25,8,9
1001083,Scarlett,6.8,5.5,3.6,,,,5.5,7.25,8
1001084,Daniel,7.6,7.5,8.8,3.75,2.5,3.5,,,
1001085,Harper,8.8,8,9.8,6.75,4.75,4.25,,,
1001086,Charlotte,8.6,8,8.2,,,,9,8.25,8.25
1001087,Mia,5.8,8,8.4,,,,7,5.25,7.25
1001088,Mia,7.8,7.5,9,,,,6.75,6.5,8
1001089,Elijah,7.8,8.5,8.4,,,,6.75,5.75,8.75
1001090,Ava,8.4,8,9.6,,,,8.25,7,9.5
1001091,Emily,6,8.5,3.2,,,,10,7.75,8.5
1001092,Samuel,8.2,8,8,,,,6.25,7,8
1001093,Noah,7.2,8.75,7,,,,8,7.75,8.5
1001094,Sofia,8.2,8,7.8,,,,6.5,8.25,8.5
1001095,Mia,7.4,8.75,6.8,,,,7.75,7.25,8.75
1001096,Scarlett,8,9,8,,,,6.25,8,9.25
1001097,William,8.2,7.75,3.8,,,,6.25,6.75,9
1001098,Harper,8.6,7.41,9.4,,,,7,5.75,8.75
1001099,Liam,5.4,8,7.4,,,,9.5,9,9.25
1001100,Charlotte,6.4,7,8.4,,,,9,8.25,9
1001101,Isabella,7.4,6.75,3.4,,,,3,5.75,7.25
1001102,Aiden,6.8,8.75,6.6,,,,6.75,6,6.5
1001103,Aiden,7.8,8.25,7.2,,,,6.75,6.5,8.25
1001104,Aiden,7.6,9,7,,,,7.75,6.5,8.25
1001105,Emma,5,6.5,4,,,,5.75,5,8.75
1001106,Abigail,7.6,7.5,6.8,,,,3,5.5,7.5
1001107,Henry,8.2,8,8.6,,,,8.5,8.25,8.75
1001108,Emily,7.6,7.75,8.4,,,,7.5,6.25,8
1001109,Aiden,7.8,9,8.6,,,,9,7.75,9
1001110,Aiden,7,7.75,6.8,,,,7,8.25,8
1001111,William,7.4,8.25,6.8,,,,6,5.5,8.25
1001112,Sophia,7.8,8.5,9.6,,,,,,
1001113,Samuel,7.2,6.5,5.2,4.5,,,,,
1001114,Ava,8,6.5,7.6,,,,8,6.75,
1001115,Chloe,6,6.75,7.8,,,,7,6.5,
1001116,Amelia,6.6,7.25,6.6,,,,6.5,5,
1001117,Grace,5.4,6.5,9.2,,,,,,8.25
1001118,Ethan,7.2,7.75,6.8,,,,,,
1001119,Mia,7.6,,5.6,7.5,,,,,
1001120,Abigail,2.4,6.5,5.4,,,,4.5,5.75,
1001121,Ava,9.2,,8.4,8,,,,,
1001122,Oliver,7,5.5,7.8,5.5,8.5,2.25,,,
1001123,Isabella,8,6.25,9.2,7.75,4,4.5,,,
1001124,Chloe,6.2,7.25,6.6,5.25,2.5,2.5,,,
1001125,Benjamin,9.2,9,10,8,8.25,8.75,,,
1001126,Jackson,8.4,6.75,,5.75,8,4.5,,,
1001127,Charlotte,6.2,9,,,,,8.75,7,7.75
1001128,Abigail,7.8,7.5,7.2,7,3.75,4.75,,,
1001129,Harper,7.6,7.5,9.2,,,,7.25,5.5,8
1001130,William,8.6,6.75,8,7.75,6.25,5,,,
1001131,Emma,7.8,8.75,8.4,,,,8.75,7.5,8.5
1001132,Liam,7.2,5.75,8.8,6.75,5,5.5,,,
1001133,Liam,7.4,6,8.6,7.5,4.5,2.5,,,
1001134,Evelyn,7,6.75,4.8,,,,5.75,5.5,7.25
1001135,Daniel,8.4,7,8.4,6.25,4.25,3,,,
1001136,Henry,7.8,6.25,7,5.25,7.5,3.5,,,
1001137,Ava,8.4,8,7.8,,,,6,5.5,8.25
1001138,Mia,7.4,7.5,8.6,,,,8,6.25,8.5
1001139,Chloe,8,6,5.8,4.5,5.75,5.25,,,
1001140,Scarlett,8,5.25,8.8,8,8,5.75,,,
1001141,Chloe,6.6,6,8.8,5.25,2.25,3,,,
1001142,Daniel,7.8,6.5,4.6,6.25,4.75,5,,,
1001143,Samuel,5.4,7.5,5,,,,6.5,7,8.5
1001144,Emma,8.8,7,6.6,9.25,8.5,4.5,,,
1001145,Mia,9,7.5,8.2,8,7.5,5.5,,,
1001146,Emily,6.2,7,8.2,,,,6,6.25,7
1001147,Sophia,8.2,5,8.8,6,4.25,5.75,,,
1001148,Chloe,5.6,5.75,3.6,5,6.5,4.75,,,
1001149,Aiden,8.6,6.75,9,9,7,6.75,,,
1001150,Elijah,7.8,5.75,9.8,,,,9.5,7.5,9.25
1001151,Sofia,9.2,5.5,8.8,6,4.25,6,,,
1001152,Liam,8,6.25,9.8,6.75,6.25,4.5,,,
1001153,Emily,7,6,8.2,6,7,4.5,,,
1001154,Elijah,8.6,6,6.2,8.5,7.5,3.5,,,
1001155,Aiden,7,7.25,7.6,,,,7.75,6.25,8.25
1001156,Chloe,7.2,8.5,8.6,,,,7,7,8.25
1001157,Olivia,8.2,6,7.8,7.5,4.5,4.75,,,
1001158,Lucas,8.8,8.75,9,,,,8.25,8.25,8.75
1001159,Ava,6.6,7.75,6.6,,,,5,4.75,7.25
1001160,Harper,8,7.25,6.8,,,,8.75,7.5,9.25
1001161,Liam,8,4.75,8.8,8,6.5,4.75,,,
1001162,Harper,7.4,7.25,8.4,,,,7.25,6.75,8.5
1001163,Jackson,7,6.75,9,,,,8.5,7,9.5
1001164,Daniel,8.2,9,8.8,,,,7.75,6.5,8.75
1001165,Sophia,6.2,7.25,7,,,,5.75,5.25,6.75
1001166,Ethan,8.2,8.75,8.6,8,5,4.25,,,
1001167,Grace,8.6,8,9.6,7.25,4.75,6.75,,,
1001168,Isabella,4.8,7,3.4,,,,4.75,6.5,8
1001169,Scarlett,9.2,7,9.6,9.5,4.5,6.75,,,
1001170,Sofia,7,6.75,8.2,,,,5.5,6.75,6.25
1001171,Abigail,6,5.25,4,,,,5.5,6.75,8.75
1001172,Amelia,7.8,6.5,5,6.25,2.5,4,,,
1001173,Scarlett,5.8,7,7.2,,,,7.75,8.5,7.5
1001174,Evelyn,8.8,7,8.4,7.25,6.25,4,,,
1001175,Grace,9,8,9.4,7,6.5,5,,,
1001176,James,8.6,8.5,9.6,9.25,5.25,3.5,,,
1001177,Benjamin,4,7.5,8.2,,,,6.5,7,7.5
1001178,Ethan,7.2,8,,,,,6.5,6.75,7.75
1001179,Jackson,7.6,7.5,6.4,,,,7.75,6.25,8
1001180,Sofia,7.8,7.75,7.4,,,,5.5,5,7
1001181,Ethan,7.6,5,8.4,,,,5.25,5.75,8.5
1001182,Elijah,8.4,6.75,8.2,6,5.25,3.5,,,
1001183,Sophia,6.2,6,6.8,,,,7.25,6,6.75
1001184,Charlotte,5.6,6.5,5.2,,,,6.25,6.25,7.75
1001185,Daniel,8.6,7.25,7.6,7,8,5,,,
1001186,Elijah,8.4,8.75,9.6,,,,7.25,8,9.25
1001187,Evelyn,7.8,7.5,8.2,5.75,8,4.25,,,
1001188,Evelyn,8.2,8.5,8.4,,,,8,7.25,8
1001189,Liam,7.8,9,8.2,,,,6.5,6.75,8.5
1001190,Isabella,8.4,5.75,9.4,8.75,6,3.5,,,
1001191,Lucas,7.2,6.5,4.6,,,,6.5,7,8.75
1001192,Henry,9.2,7.75,6.8,9.25,8.5,5.25,,,
1001193,James,8.8,8.25,8.8,,,,8.75,7.5,8.5
1001194,Ava,7.8,8,9.2,,,,8.5,6.25,8
1001195,Liam,8.6,7.75,9,,,,8.25,8.25,9
1001196,Liam,8.2,7.5,8.8,7.5,8.25,2.75,,,
1001197,Isabella,8.2,7.5,8.8,,,,6.25,6.25,7.75
1001198,Jackson,8.4,8,8.2,,,,5.5,5.75,7.75
1001199,Grace,8.2,4,7.8,7.25,4.5,4.5,,,
1001200,Oliver,4.8,8.75,4.6,,,,7.25,7.25,8.75
1001201,Emma,6.2,8.75,6,,,,9.25,7,8.25
1001202,Samuel,8,7.75,9,5,8.5,5.5,,,
1001203,Henry,7.2,8.75,8.8,,,,6.5,5.75,8
1001204,Benjamin,7.8,9,9.2,,,,7.75,7,8.25
1001205,Harper,8.2,9,7.8,,,,6,8,8.75
1001206,Lucas,7.6,6,3,6,5.5,4,,,
1001207,Sofia,8.8,8,9.4,,,,8,7.5,9.25
1001208,Aiden,8,8.75,8.6,,,,8.25,8.25,8.75
1001209,Emma,8.2,8,9.2,7.25,5.5,5,,,
1001210,Noah,8.2,6.75,6.8,6.25,8,6.25,,,
1001211,Emma,8.4,9.25,9.2,,,,8.5,7.75,8.25
1001212,Daniel,7.4,7.5,7.2,,,,4,6.25,7.25
1001213,Noah,6,6.5,8.2,,,,8,8.25,8
1001214,William,6,6.5,8,,,,7.75,7,9.25
1001215,Chloe,7.4,7.5,9.6,,,,8.5,6.5,8.75
1001216,Henry,8.4,6.75,6.8,4.25,7.25,3,,,
1001217,Benjamin,7.4,7,8,,,,5.75,6,8
1001218,Ava,8,5.75,6.6,,,,5,6.25,6.5
1001219,Amelia,7.8,6.75,8.4,,,,7.5,7.25,8
1001220,Charlotte,6.2,7.5,5.4,,,,4.75,4.25,7
1001221,Elijah,7.6,6.75,8,,,,6.5,8.25,8.5
1001222,Daniel,8.2,8.5,9,8,8.75,6,,,
1001223,Jackson,8.6,8.25,6.6,,,,7.25,8.75,8.5
1001224,James,8.4,6.75,9.8,,,,8.5,7.5,7.75
1001225,Evelyn,8.2,8,9.4,,,,8.5,8.5,8.25
1001226,Scarlett,7.4,7,5.6,,,,6.75,7,7.5
1001227,Ava,8.4,7.25,9.2,,,,8,8.75,9
1001228,James,7.6,8,6.8,,,,7.5,6.5,8.75
1001229,Emily,7.8,7.5,9,6.25,8.25,6.75,,,
1001230,Grace,7,6.25,5,,,,6,7.25,7.5
1001231,Sophia,7.6,8.5,9.2,,,,6.25,5.25,7.75
1001232,Elijah,8,8.25,9.2,,,,7.5,8.25,8.25
1001233,Henry,8.8,8.75,9,5.25,9,6.25,,,
1001234,Noah,8.2,8.75,8,,,,6.75,6.5,7.75
1001235,Benjamin,8.2,8.25,8.8,,,,5.75,6.25,8.5
1001236,Charlotte,7.8,8.75,7.4,,,,6.25,8.75,8
1001237,William,8.6,8,7.2,7,8,4,,,
1001238,Lucas,8,8,8.6,,,,8,8.75,9
1001239,Sophia,6.6,7.75,5.6,,,,7,5.25,8.5
1001240,Emily,3.6,6.25,,,,,5.25,4.5,8.5
1001241,Isabella,7.2,6.25,8.6,,,,8.5,6.75,8.5
1001242,Liam,7.8,8.5,10,,,,9.25,8,9
1001243,Liam,8.6,8.75,8.6,,,,7,6.25,8
1001244,Aiden,4.6,7.25,3.6,,,,9,7.25,9.25
1001245,Oliver,8,8.5,8.6,,,,6,6.75,7.25
1001246,Benjamin,7.4,8,9,,,,8.75,6.25,8.25
1001247,Grace,8,9,8.4,,,,9,8,8.5
1001248,Emily,8.6,7.75,8.6,,,,7.5,8,9.25
1001249,Sophia,9,8.5,9.2,,,,9.25,7.75,9
1001250,Olivia,8.4,8,9.6,,,,8.5,8.5,8.25
1001251,William,7,7.75,5.6,,,,8.75,8.25,8.25
1001252,Ethan,7.8,6.75,5.4,,,,8.25,8.25,8.75
1001253,Isabella,6.6,8.75,8.8,,,,7,6.75,7.75
1001254,Lucas,8.4,7.75,7.2,8.25,7.25,6.25,,,
1001255,Scarlett,7.8,8,9.2,,,,7.75,8.25,9
1001256,Aiden,8,8.25,7.8,,,,8.5,6.75,7.75
1001257,Isabella,9,7.25,9.4,7.75,3.75,3.25,,,
1001258,Benjamin,8.2,8.5,8.4,,,,8.75,6.5,8.25
1001259,Sophia,4.8,6.5,8.8,,,,6.5,5,7.75
1001260,Jackson,7.4,8.5,8.8,,,,7.75,7.5,8
1001261,Evelyn,9.2,9,9.6,,,,6.75,5.5,7.75
1001262,Oliver,8.2,8.5,8.6,,,,7.75,8,9.75
1001263,Isabella,9.2,4.5,9.4,8.75,4,3.25,,,
1001264,Isabella,7.6,6,5.2,,,,7.5,7.25,8.25
1001265,Isabella,8,7.5,8.6,,,,8.25,7.75,8.75
1001266,Harper,7.6,7,7,6.25,6.25,5.75,,,
1001267,Harper,8,8.25,8.4,,,,8.75,3.25,7.5
1001268,Charlotte,8.2,8.25,6.8,7.5,6.75,6,,,
1001269,Grace,8.6,8,6,3.75,7.25,9,,,
1001270,Charlotte,9,7.25,8.2,,,,7.75,8,7.75
1001272,Isabella,7.2,6.75,9.6,,,,8.25,7.5,7.75
1001273,Samuel,7.6,7.25,8.6,,,,8.5,6.75,7.5
1001274,Elijah,8.4,8,8.6,,,,9,8.75,9.5
1001275,Emma,8.4,6.25,8.2,6,5.25,5.25,,,
1001276,Mia,8.8,7,8.6,8,7.25,5,,,
1001277,Lucas,8,8.25,8.2,,,,6,6.75,7.25
1001278,Olivia,8.2,6.25,9,6.5,3.75,4.25,,,
1001279,Evelyn,3.8,4.75,8.8,,,,7,5.75,7.5
1001280,Mia,8,6.5,7.6,,,,7.5,6,6.25
1001281,Scarlett,7.8,6.75,9.6,,,,7.5,7.75,8
1001282,Scarlett,7.6,7,7.6,7.75,3.5,3.75,,,
1001283,Lucas,8.8,7.5,,,,,5,7.5,7.5
1001284,Samuel,8.4,7.5,8.4,,,,7.5,9,8.25
1001285,Ethan,8.4,3.75,6.2,7,6.75,3,,,
1001286,Isabella,6.6,6,6.8,4,5.25,4.25,,,
1001287,Elijah,7.8,8.75,7.8,,,,9,9,9
1001288,William,6,8.75,6.8,,,,9.25,9,9.25
1001289,Harper,8.4,8.25,,,,,8,7.5,8
1001290,Oliver,8,8,9.6,,,,6.5,6.75,7.75
1001291,William,8,9,7.4,,,,7.75,7.5,8.75
1001292,William,7,8.75,5.8,,,,6,5.75,8
1001293,Oliver,5.4,6,4.2,,,,5,5,7
1001294,Liam,8.4,6.75,8.6,,,,9.5,9,9
1001295,Charlotte,7.6,8.25,7.4,,,,6.75,7.25,9
1001296,Elijah,6.4,6.5,3.4,,,,6.25,5.75,7.25
1001297,Jackson,8.6,7,8.8,7.5,4.25,4,,,
1001298,James,7.2,9,7,,,,7.25,7.25,8.25
1001299,Scarlett,8.2,8.25,8,,,,8.25,7.5,8.25
1001300,Liam,6.6,7.75,5.8,,,,6.25,8.25,8
1001301,Jackson,8,7.75,9.2,,,,7.5,7.75,8
1001302,Aiden,8.4,6.5,8.6,7.25,6.75,2.75,,,
1001303,William,8,8.5,7.8,,,,4.75,7.5,7.25
1001304,Liam,6.2,6.75,5,,,,4.5,5.25,6.25
1001305,Daniel,7.4,7.75,9.2,,,,7.75,8.25,7.75
1001306,Harper,6.8,7.75,7.4,,,,5.75,6.75,8.5
1001307,Charlotte,4.4,7,5,,,,5.75,6,9
1001308,Emily,8.6,7,8.2,7,4.5,4,,,
1001309,William,7.4,8,6.6,,,,6.5,7,8.25
1001310,Oliver,7.2,8,7.8,,,,7,6.5,8
1001311,Emma,8,8,8.2,,,,7,7,7.5
1001312,Aiden,8,7.5,5.2,6.5,6,5,,,
1001313,Jackson,8.4,8.25,8,,,,8.75,8.5,8.75
1001314,Oliver,8.6,7.5,8.4,5.5,8.5,3.75,,,
1001315,Olivia,5.4,7.25,4.4,,,,6.75,7,8.75
1001316,William,7.8,9,8.2,,,,6,4.75,7.5
1001317,Elijah,8.4,8,6.6,,,,7.75,6.5,9.5
1001318,Noah,7.8,7.25,7.4,,,,6.75,6,7
1001319,Scarlett,8,7.25,,,,,7.25,6.75,8.75
1001320,Aiden,7.6,7.25,8.8,,,,7.75,7.75,8.5
1001321,Grace,7.6,7,7,7.5,4.75,2.5,,,
1001322,James,5.4,6.5,8.6,,,,8.75,7.5,8
1001323,Sophia,7.4,6.25,,5,6.5,4.75,,,
1001324,Evelyn,8.8,6.5,9.4,,,,8.25,9.25,9
1001325,Jackson,7.4,6,4.6,7,6.5,4.5,,,
1001326,Scarlett,5.4,8.5,5,,,,7.75,8,10
1001327,Mia,7.4,7.25,6,4,8.25,3.5,,,
1001328,Aiden,6.4,6.75,4.2,,,,4.5,4.5,7.5
1001329,Noah,7.4,6.5,9.2,,,,8,8.5,8.25
1001330,Sofia,8.8,6.75,8,7.5,8,7.75,,,
1001331,Emma,8.4,7,7.4,4.25,8.25,5.75,,,
1001332,William,8.2,4.25,9,,,,8.5,7,8
1001333,Emily,7,6.5,5.6,,,,6.5,6,8
1001334,Emily,8.4,5.5,6,8,8,3.5,,,
1001335,Mia,8,8,6.8,,,,7,6,7.25
1001336,Elijah,6.8,7,7,,,,5.75,5.25,7.25
1001337,Samuel,8,7.25,9,7.25,6.75,6.25,,,
1001338,Ethan,8,6.5,8.4,8.5,3.75,5.5,,,
1001339,Harper,8,7,7.8,6,3,4.25,,,
1001341,Mia,8.2,6,6.6,8,5,4.5,,,
1001342,Scarlett,6.8,7,7.4,7.5,3.5,4,,,
1001343,Ava,7.6,6.5,7.4,,,,6.5,8,8.5
1001344,Charlotte,7.4,6.5,,5.25,4.75,4.25,,,
1001345,Charlotte,8.6,7.75,3.8,8.25,8.5,8.5,,,
1001346,Charlotte,8.8,6.5,9,7.75,5.5,2.75,,,
1001347,Abigail,5.6,7.25,7.2,,,,6.25,8,7.75
1001348,Elijah,4,4.5,4.8,,,,8,7,8
1001349,Henry,4.4,6.25,4.8,,,,7.5,7.5,8.75
1001350,Olivia,8,8.5,9,,,,8.5,7.5,8
1001351,Evelyn,7.8,6.5,8.8,,,,5.75,6.5,7.75
1001352,James,7,3.75,8.2,,,,8,8.25,8.5
1001353,Liam,5.8,8.25,5.4,,,,7,5.5,8
1001354,Sophia,5.6,6.25,6.8,,,,7,6.75,7.25
1001355,Aiden,7.2,7.25,5.4,,,,8.25,7.5,9
1001356,Harper,7.2,4.75,7.8,3.25,5.75,4.25,,,
1001357,Isabella,7.6,5.75,5.8,,,,6.75,6.25,8
1001358,Chloe,7,7.25,,,,,6.25,5.75,7.75
1001359,Mia,8.8,8.5,9.2,,,,7.75,6.75,9
1001360,Samuel,6.8,8.5,8.4,,,,6.75,8,8.25
1001361,Abigail,8,8.5,9.8,,,,7.75,8,8
1001362,Chloe,6.6,7,7.6,,,,7.75,6.5,7.5
1001363,Samuel,8.8,6.5,7.4,8,5.25,4,,,
1001364,Sofia,6.8,6.5,5.8,,,,7.5,6.5,7.75
1001365,William,8,6,7.4,8.75,5.5,4.5,,,
1001366,Samuel,8.2,8.25,9,,,,9,9,8.75
1001367,Scarlett,7.6,6.25,6,6,3.5,2.75,,,
1001368,Emily,7.6,7.75,9.4,,,,8,7.75,9
1001369,Grace,7.6,8,7.2,,,,8.25,7,8.75
1001370,Emily,4.4,6,4.8,,,,5.25,5.5,7.75
1001371,Olivia,8,7.5,9,,,,7.75,8,8.25
1001372,Amelia,4.4,3.5,2.6,,,,5.5,4.5,7.5
1001373,Aiden,8.4,7.75,7.4,7.75,5.5,3.75,,,
1001374,Grace,5.4,5.75,3.4,,,,5.75,5.5,8
1001375,Isabella,8,7.75,9.4,,,,7.75,5.5,8.5
1001376,Emma,7.2,8.5,7.2,,,,6.5,7,8
1001377,Olivia,8.4,8.5,8.4,,,,8,7.25,8.5
1001378,Henry,7.4,8,8.8,,,,6.75,7.5,9.5
1001379,Emma,7.6,8.75,7.4,,,,7.25,8.25,8.5
